Name,API Name,Instance Family,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,Uses NUMA Architecture,NUMA Node Count,Max NUMA Distance,Cores per NUMA Node (Avg),Threads per NUMA Node (Avg),Memory per NUMA Node (Avg MB),L3 Cache per NUMA Node (Avg MB),L3 Cache Shared,Compute Units (ECU),vCPUs,GiB of Memory per vCPU,GPUs,GPU model,GPU memory,CUDA Compute Capability,FPGAs,ECU per vCPU,Physical Processor,Clock Speed(GHz),Intel AVX,Intel AVX2,Intel AVX-512,Intel Turbo,Instance Storage,Instance Storage: already warmed-up,Instance Storage: SSD TRIM Support,Arch,Network Performance,EBS Optimized: Baseline Bandwidth,EBS Optimized: Baseline Throughput (128K),EBS Optimized: Baseline IOPS (16K),EBS Optimized: Max Bandwidth,EBS Optimized: Max Throughput (128K),EBS Optimized: Max IOPS (16K),EBS Exposed as NVMe,Max IPs,Max ENIs,Enhanced Networking,Bare metal,Trunking compatible,Branch interface,VPC Only,IPv6 Support,Placement Group Support,Linux Virtualization,On EMR,Availability Zones,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Linux Spot Average cost,RHEL On Demand cost,RHEL Reserved cost,RHEL Spot Minimum cost,RHEL Spot Maximum cost,RHEL with HA On Demand cost,RHEL with HA Reserved cost,RHEL with HA Spot Minimum cost,RHEL with HA Spot Maximum cost,SLES On Demand cost,SLES Reserved cost,SLES Spot Minimum cost,SLES Spot Maximum cost,Windows On Demand cost,Windows Reserved cost,Windows Spot Minimum cost,Windows Spot Average cost,Dedicated Host On Demand,Dedicated Host Reserved,Windows SQL Web On Demand cost,Windows SQL Web Reserved cost,Windows SQL Std On Demand cost,Windows SQL Std Reserved cost,Windows SQL Ent On Demand cost,Windows SQL Ent Reserved cost,Linux SQL Web On Demand cost,Linux SQL Web Reserved cost,Linux SQL Std On Demand cost,Linux SQL Std Reserved cost,Linux SQL Ent On Demand cost,Linux SQL Ent Reserved cost,Linux Spot Interrupt Frequency,EMR cost,Generation,GPU Architectures,GPU Temp (Avg °C),FFmpeg Used CUDA,FFmpeg Speed,GPU Power Draw (Avg Watts),GPU Power Limit (Watts),GPU Graphics Clock (Avg MHz),GPU SM Clock (Avg MHz),GPU Memory Clock (Avg MHz),GPU Video Clock (Avg MHz)
M3 General Purpose Medium,m3.medium,m3,"22,900.763",General purpose,,3.75 GiB,,No,,,,,,,,3 units,1 vCPUs,3.75 GiB/vCPU,0,,0 GiB,0,0,3.0000 units,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,Yes,,,Yes,4 GB SSD,Yes,Yes,x86_64,Moderate,,,,,,,No,12,2,No,No,No,0,No,No,No,Unknown,No,,$0.067 hourly,$0.048 hourly,$0.0177 hourly,$0.0179 hourly,$0.081 hourly,$0.058 hourly,$0.0317 hourly,$0.0321 hourly,,,,,$0.167 hourly,$0.081 hourly,$0.1177 hourly,$0.1181 hourly,$0.13 hourly,$0.10 hourly,$0.0703 hourly,$0.0703 hourly,$2.341 hourly,,$0.184 hourly,$0.127 hourly,$0.353 hourly,$0.221 hourly,,,$0.135 hourly,$0.111 hourly,$0.547 hourly,$0.523 hourly,,,<5%,,previous,,,,,,,,,,
M3 General Purpose Extra Large,m3.xlarge,m3,"58,576.589",General purpose,21.0 fps,15 GiB,,No,,,,,,,,13 units,4 vCPUs,3.75 GiB/vCPU,0,,0 GiB,0,0,3.2500 units,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,Yes,,,Yes,80 GB (2×40 GB SSD),Yes,Yes,x86_64,High,500 Mbps,62.5 MB/s,4000 IOPS,500 Mbps,62.5 MB/s,4000 IOPS,No,60,4,No,No,No,0,No,No,No,Unknown,Yes,,$0.266 hourly,$0.19 hourly,$0.089 hourly,$0.0945 hourly,$0.326 hourly,$0.23 hourly,$0.149 hourly,$0.1653 hourly,,,,,$0.366 hourly,$0.223 hourly,$0.189 hourly,$0.2053 hourly,$0.518 hourly,$0.397 hourly,$0.2808 hourly,$0.2904 hourly,$2.341 hourly,,$0.734 hourly,$0.479 hourly,$1.266 hourly,$0.882 hourly,$1.95 hourly,$1.878 hourly,$0.336 hourly,$0.24 hourly,$0.748 hourly,$0.653 hourly,$1.768 hourly,$1.673 hourly,<5%,$0.07 hourly,previous,,,No,0.71x,,,,,,
M4 General Purpose Deca Extra Large,m4.10xlarge,m4,"574,547.544",General purpose,145.0 fps,160 GiB,,Yes,2,21,10,20,80565 MB,30.0 MB,Yes,124.5 units,40 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,3.1125 units,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,10 Gigabit,4000 Mbps,500 MB/s,32000 IOPS,4000 Mbps,500 MB/s,32000 IOPS,No,240,8,Yes,No,No,0,Yes,Yes,Yes,Unknown,Yes,,$2.00 hourly,$1.239 hourly,$0.5451 hourly,$0.6451 hourly,$2.432 hourly,$1.671 hourly,$0.9771 hourly,$1.205 hourly,$2.992 hourly,$2.231 hourly,,,$2.10 hourly,$1.272 hourly,$0.6451 hourly,$0.873 hourly,$3.84 hourly,$3.079 hourly,$2.0564 hourly,$2.0569 hourly,$2.42 hourly,,$4.582 hourly,$3.449 hourly,$8.64 hourly,$7.879 hourly,$18.84 hourly,$18.079 hourly,$2.676 hourly,$1.915 hourly,$6.80 hourly,$6.039 hourly,$17.00 hourly,$16.239 hourly,10-15%,$0.27 hourly,current,,,No,4.83x,,,,,,
M4 General Purpose 16xlarge Extra Large,m4.16xlarge,m4,"1,116,343.973",General purpose,210.0 fps,256 GiB,,Yes,2,21,16,32,128949 MB,45.0 MB,Yes,188 units,64 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,2.9375 units,Intel Xeon E5-2686 v4 (Broadwell),2.4 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,25 Gigabit,10000 Mbps,1250 MB/s,65000 IOPS,10000 Mbps,1250 MB/s,65000 IOPS,No,240,8,Yes,No,No,0,Yes,Yes,Yes,Unknown,Yes,,$3.20 hourly,$1.9824 hourly,$0.5899 hourly,$0.9025 hourly,$3.8912 hourly,$2.6736 hourly,$1.2811 hourly,$1.8677 hourly,$4.7872 hourly,$3.5696 hourly,,,$3.30 hourly,$2.0154 hourly,$0.6899 hourly,$1.2765 hourly,$6.144 hourly,$4.9264 hourly,$3.2907 hourly,$3.3406 hourly,$2.42 hourly,,$7.331 hourly,$5.518 hourly,$13.824 hourly,$12.6064 hourly,$30.144 hourly,$28.9264 hourly,$4.2816 hourly,$3.064 hourly,$10.88 hourly,$9.6624 hourly,$27.20 hourly,$25.9824 hourly,15-20%,$0.27 hourly,current,,,No,6.98x,,,,,,
M4 General Purpose Double Extra Large,m4.2xlarge,m4,"105,364.826",General purpose,34.0 fps,32 GiB,,No,,,,,,,,26 units,8 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,3.2500 units,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,High,1000 Mbps,125 MB/s,8000 IOPS,1000 Mbps,125 MB/s,8000 IOPS,No,60,4,Yes,No,No,0,Yes,Yes,Yes,Unknown,Yes,,$0.40 hourly,$0.2478 hourly,$0.1806 hourly,$0.1904 hourly,$0.5152 hourly,$0.363 hourly,$0.2958 hourly,$0.3304 hourly,$0.6552 hourly,$0.503 hourly,,,$0.50 hourly,$0.2808 hourly,$0.2806 hourly,$0.3152 hourly,$0.768 hourly,$0.6158 hourly,$0.4113 hourly,$0.412 hourly,$2.42 hourly,,$0.90 hourly,$0.689 hourly,$1.728 hourly,$1.5758 hourly,$3.768 hourly,$3.6158 hourly,$0.5352 hourly,$0.383 hourly,$1.36 hourly,$1.2078 hourly,$3.40 hourly,$3.2478 hourly,15-20%,$0.12 hourly,current,,,No,1.15x,,,,,,
M4 General Purpose Quadruple Extra Large,m4.4xlarge,m4,"251,243.13",General purpose,86.0 fps,64 GiB,,No,,,,,,,,53.5 units,16 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,3.3438 units,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,High,2000 Mbps,250 MB/s,16000 IOPS,2000 Mbps,250 MB/s,16000 IOPS,No,240,8,Yes,No,No,0,Yes,Yes,Yes,Unknown,Yes,,$0.80 hourly,$0.4956 hourly,$0.2149 hourly,$0.2746 hourly,$0.9728 hourly,$0.6684 hourly,$0.3877 hourly,$0.4867 hourly,$1.1968 hourly,$0.8924 hourly,,,$0.90 hourly,$0.5286 hourly,$0.3149 hourly,$0.4139 hourly,$1.536 hourly,$1.2316 hourly,$0.8226 hourly,$0.8228 hourly,$2.42 hourly,,$1.844 hourly,$1.381 hourly,$3.456 hourly,$3.1516 hourly,$7.536 hourly,$7.2316 hourly,$1.0704 hourly,$0.766 hourly,$2.72 hourly,$2.4156 hourly,$6.80 hourly,$6.4956 hourly,15-20%,$0.24 hourly,current,,,No,2.88x,,,,,,
M4 General Purpose Large,m4.large,m4,"26,848.04",General purpose,9.7 fps,8 GiB,,No,,,,,,,,6.5 units,2 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,3.2500 units,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,Moderate,450 Mbps,56.25 MB/s,3600 IOPS,450 Mbps,56.25 MB/s,3600 IOPS,No,20,2,Yes,No,No,0,Yes,Yes,Yes,Unknown,Yes,,$0.10 hourly,$0.062 hourly,$0.0346 hourly,$0.0444 hourly,$0.1288 hourly,$0.0908 hourly,$0.0634 hourly,$0.0947 hourly,$0.1638 hourly,$0.1258 hourly,,,$0.20 hourly,$0.095 hourly,$0.1346 hourly,$0.1659 hourly,$0.192 hourly,$0.154 hourly,$0.1029 hourly,$0.1033 hourly,$2.42 hourly,,$0.24 hourly,$0.194 hourly,$0.672 hourly,$0.634 hourly,,,$0.1676 hourly,$0.1296 hourly,$0.58 hourly,$0.542 hourly,,,>20%,$0.03 hourly,current,,,No,0.32x,,,,,,
M4 General Purpose Extra Large,m4.xlarge,m4,"58,499.488",General purpose,24.0 fps,16 GiB,,No,,,,,,,,13 units,4 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,3.2500 units,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,High,750 Mbps,93.75 MB/s,6000 IOPS,750 Mbps,93.75 MB/s,6000 IOPS,No,60,4,Yes,No,No,0,Yes,Yes,Yes,Unknown,Yes,,$0.20 hourly,$0.1239 hourly,$0.0677 hourly,$0.08 hourly,$0.2576 hourly,$0.1815 hourly,$0.1253 hourly,$0.1482 hourly,$0.3276 hourly,$0.2515 hourly,,,$0.30 hourly,$0.1569 hourly,$0.1677 hourly,$0.1906 hourly,$0.384 hourly,$0.3079 hourly,$0.2056 hourly,$0.2078 hourly,$2.42 hourly,,$0.439 hourly,$0.346 hourly,$0.864 hourly,$0.7879 hourly,$1.884 hourly,$1.8079 hourly,$0.2676 hourly,$0.1915 hourly,$0.68 hourly,$0.6039 hourly,$1.70 hourly,$1.6239 hourly,10-15%,$0.06 hourly,current,,,No,0.79x,,,,,,
M5 General Purpose 12xlarge Extra Large,m5.12xlarge,m5,"680,239.974",General purpose,157.0 fps,192 GiB,3200 MT/s,No,,,,,,,,168 units,48 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,3.5000 units,Intel Xeon Platinum 8175,3.1 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,12 Gigabit,9500 Mbps,1187.5 MB/s,40000 IOPS,9500 Mbps,1187.5 MB/s,40000 IOPS,Yes,240,8,Yes,No,Yes,54,Yes,Yes,Yes,Unknown,Yes,,$2.304 hourly,$1.452 hourly,$0.648 hourly,$0.7323 hourly,$2.822 hourly,$1.97 hourly,$1.166 hourly,$1.3765 hourly,$3.494 hourly,$2.642 hourly,,,$2.404 hourly,$1.485 hourly,$0.748 hourly,$0.9585 hourly,$4.512 hourly,$3.66 hourly,$2.4573 hourly,$2.4585 hourly,$5.069 hourly,$3.193 hourly,$5.323 hourly,$4.471 hourly,$10.272 hourly,$9.42 hourly,$22.512 hourly,$21.66 hourly,$3.115 hourly,$2.263 hourly,$8.064 hourly,$7.212 hourly,$20.304 hourly,$19.452 hourly,>20%,$0.27 hourly,current,,,No,5.23x,,,,,,
M5 General Purpose 16xlarge Extra Large,m5.16xlarge,m5,"936,265.665",General purpose,161.0 fps,256 GiB,2666 MT/s,Yes,2,21,16,32,126233 MB,33.0 MB,Yes,256 units,64 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,4.0000 units,Intel Xeon Platinum 8175,3.1 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,20 Gigabit,13600 Mbps,1700 MB/s,60000 IOPS,13600 Mbps,1700 MB/s,60000 IOPS,Yes,750,15,Yes,No,Yes,107,Yes,Yes,Yes,Unknown,Yes,,$3.072 hourly,$1.935 hourly,$0.7773 hourly,$0.996 hourly,$3.763 hourly,$2.627 hourly,$1.4683 hourly,$1.9197 hourly,$4.659 hourly,$3.523 hourly,,,$3.172 hourly,$1.968 hourly,$0.8773 hourly,$1.3287 hourly,$6.016 hourly,$4.879 hourly,$3.2764 hourly,$3.2783 hourly,$5.069 hourly,$3.193 hourly,$7.098 hourly,$5.961 hourly,$13.696 hourly,$12.559 hourly,$30.016 hourly,$28.879 hourly,$4.154 hourly,$3.017 hourly,$10.752 hourly,$9.615 hourly,$27.072 hourly,$25.935 hourly,>20%,$0.27 hourly,current,,,No,5.35x,,,,,,
M5 General Purpose 24xlarge,m5.24xlarge,m5,"1,374,718.075",General purpose,172.0 fps,384 GiB,3200 MT/s,Yes,2,21,24,48,191415 MB,35.0 MB,Yes,337 units,96 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,3.5104 units,Intel Xeon Platinum 8175,3.1 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,25 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750,15,Yes,No,Yes,107,Yes,Yes,Yes,Unknown,Yes,,$4.608 hourly,$2.903 hourly,$1.263 hourly,$1.3469 hourly,$5.645 hourly,$3.94 hourly,$2.30 hourly,$2.4927 hourly,$6.989 hourly,$5.284 hourly,,,$4.708 hourly,$2.936 hourly,$1.363 hourly,$1.5557 hourly,$9.024 hourly,$7.319 hourly,$4.9146 hourly,$4.9151 hourly,$5.069 hourly,$3.193 hourly,$10.646 hourly,$8.941 hourly,$20.544 hourly,$18.839 hourly,$45.024 hourly,$43.319 hourly,$6.23 hourly,$4.525 hourly,$16.128 hourly,$14.423 hourly,$40.608 hourly,$38.903 hourly,>20%,$0.27 hourly,current,,,No,5.71x,,,,,,
M5 General Purpose Double Extra Large,m5.2xlarge,m5,"115,790.997",General purpose,40.0 fps,32 GiB,2666 MT/s,No,,,,,,,,37 units,8 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,4.6250 units,Intel Xeon Platinum 8175,3.1 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 10 Gigabit,2300 Mbps,287.5 MB/s,12000 IOPS,4750 Mbps,593.75 MB/s,18750 IOPS,Yes,60,4,Yes,No,Yes,38,Yes,Yes,Yes,Unknown,Yes,,$0.384 hourly,$0.242 hourly,$0.1355 hourly,$0.1446 hourly,$0.499 hourly,$0.357 hourly,$0.2505 hourly,$0.2712 hourly,$0.639 hourly,$0.497 hourly,,,$0.484 hourly,$0.275 hourly,$0.2355 hourly,$0.2562 hourly,$0.752 hourly,$0.61 hourly,$0.4095 hourly,$0.4121 hourly,$5.069 hourly,$3.193 hourly,$0.887 hourly,$0.745 hourly,$1.712 hourly,$1.57 hourly,$3.752 hourly,$3.61 hourly,$0.519 hourly,$0.377 hourly,$1.344 hourly,$1.202 hourly,$3.384 hourly,$3.242 hourly,>20%,$0.096 hourly,current,,,No,1.33x,,,,,,
M5 General Purpose Quadruple Extra Large,m5.4xlarge,m5,"235,271.052",General purpose,78.0 fps,64 GiB,2666 MT/s,No,,,,,,,,70 units,16 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,4.3750 units,Intel Xeon Platinum 8175,3.1 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 10 Gigabit,4750 Mbps,593.75 MB/s,18750 IOPS,4750 Mbps,593.75 MB/s,18750 IOPS,Yes,240,8,Yes,No,Yes,54,Yes,Yes,Yes,Unknown,Yes,,$0.768 hourly,$0.484 hourly,$0.201 hourly,$0.2594 hourly,$0.941 hourly,$0.657 hourly,$0.374 hourly,$0.4621 hourly,$1.165 hourly,$0.881 hourly,,,$0.868 hourly,$0.517 hourly,$0.301 hourly,$0.3891 hourly,$1.504 hourly,$1.22 hourly,$0.8193 hourly,$0.8205 hourly,$5.069 hourly,$3.193 hourly,$1.774 hourly,$1.49 hourly,$3.424 hourly,$3.14 hourly,$7.504 hourly,$7.22 hourly,$1.038 hourly,$0.754 hourly,$2.688 hourly,$2.404 hourly,$6.768 hourly,$6.484 hourly,>20%,$0.192 hourly,current,,,No,2.59x,,,,,,
M5 General Purpose Eight Extra Large,m5.8xlarge,m5,"442,865.71",General purpose,134.0 fps,128 GiB,2666 MT/s,No,,,,,,,,128 units,32 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,4.0000 units,Intel Xeon Platinum 8175,3.1 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,10 Gigabit,6800 Mbps,850 MB/s,30000 IOPS,6800 Mbps,850 MB/s,30000 IOPS,Yes,240,8,Yes,No,Yes,54,Yes,Yes,Yes,Unknown,Yes,,$1.536 hourly,$0.968 hourly,$0.4298 hourly,$0.4811 hourly,$1.882 hourly,$1.313 hourly,$0.7758 hourly,$0.9267 hourly,$2.33 hourly,$1.761 hourly,,,$1.636 hourly,$1.001 hourly,$0.5298 hourly,$0.6807 hourly,$3.008 hourly,$2.44 hourly,$1.6383 hourly,$1.6387 hourly,$5.069 hourly,$3.193 hourly,$3.549 hourly,$2.98 hourly,$6.848 hourly,$6.28 hourly,$15.008 hourly,$14.44 hourly,$2.077 hourly,$1.508 hourly,$5.376 hourly,$4.808 hourly,$13.536 hourly,$12.968 hourly,>20%,$0.27 hourly,current,,,No,4.46x,,,,,,
M5 General Purpose Large,m5.large,m5,"28,469.751",General purpose,12.0 fps,8 GiB,3200 MT/s,No,,,,,,,,10 units,2 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,5.0000 units,Intel Xeon Platinum 8175,3.1 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 10 Gigabit,650 Mbps,81.25 MB/s,3600 IOPS,4750 Mbps,593.75 MB/s,18750 IOPS,Yes,30,3,Yes,No,Yes,9,Yes,Yes,Yes,Unknown,No,,$0.096 hourly,$0.06 hourly,$0.0302 hourly,$0.0366 hourly,$0.125 hourly,$0.089 hourly,$0.0592 hourly,$0.0699 hourly,$0.16 hourly,$0.124 hourly,,,$0.152 hourly,$0.093 hourly,$0.0862 hourly,$0.0969 hourly,$0.188 hourly,$0.152 hourly,$0.1025 hourly,$0.1032 hourly,$5.069 hourly,$3.193 hourly,$0.256 hourly,$0.22 hourly,$0.668 hourly,$0.632 hourly,,,$0.164 hourly,$0.128 hourly,$0.576 hourly,$0.54 hourly,,,>20%,,current,,,No,0.41x,,,,,,
M5 General Purpose Metal,m5.metal,m5,"1,318,409.668",General purpose,180.0 fps,384 GiB,2666 MT/s,Yes,2,21,24,48,193284 MB,35.0 MB,Yes,345 units,96 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,3.5938 units,Intel Xeon Platinum 8175,3.1 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,25 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,120,Yes,Yes,Yes,Unknown,No,,$4.608 hourly,$2.903 hourly,$1.3011 hourly,$1.4183 hourly,$5.645 hourly,$3.94 hourly,$2.3381 hourly,$2.6973 hourly,$6.989 hourly,$5.284 hourly,,,$4.708 hourly,$2.936 hourly,$1.4011 hourly,$1.7603 hourly,$9.024 hourly,$7.319 hourly,$4.9146 hourly,$4.9152 hourly,$5.069 hourly,$3.193 hourly,$10.646 hourly,$8.941 hourly,$20.544 hourly,$18.839 hourly,$45.024 hourly,$43.319 hourly,$6.23 hourly,$4.525 hourly,$16.128 hourly,$14.423 hourly,$40.608 hourly,$38.903 hourly,15-20%,,current,,,No,5.98x,,,,,,
M5 General Purpose Extra Large,m5.xlarge,m5,"59,119.125",General purpose,20.0 fps,16 GiB,2666 MT/s,No,,,,,,,,16 units,4 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,4.0000 units,Intel Xeon Platinum 8175,3.1 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 10 Gigabit,1150 Mbps,143.75 MB/s,6000 IOPS,4750 Mbps,593.75 MB/s,18750 IOPS,Yes,60,4,Yes,No,Yes,18,Yes,Yes,Yes,Unknown,Yes,,$0.192 hourly,$0.121 hourly,$0.0553 hourly,$0.0594 hourly,$0.25 hourly,$0.179 hourly,$0.1133 hourly,$0.1261 hourly,$0.32 hourly,$0.249 hourly,,,$0.248 hourly,$0.154 hourly,$0.1113 hourly,$0.1241 hourly,$0.376 hourly,$0.305 hourly,$0.2048 hourly,$0.2059 hourly,$5.069 hourly,$3.193 hourly,$0.444 hourly,$0.373 hourly,$0.856 hourly,$0.785 hourly,$1.876 hourly,$1.805 hourly,$0.26 hourly,$0.189 hourly,$0.672 hourly,$0.601 hourly,$1.692 hourly,$1.621 hourly,>20%,$0.048 hourly,current,,,No,0.67x,,,,,,
M5A 12xlarge Extra Large,m5a.12xlarge,m5a,"630,749.014",General purpose,117.0 fps,192 GiB,2933 MT/s,Yes,3,16,8,16,63427 MB,16.0 MB,Yes,0 units,48 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AMD EPYC 7571,2.5 GHz,,,,,EBS only,,,x86_64,10 Gigabit,6780 Mbps,847.5 MB/s,30000 IOPS,6780 Mbps,847.5 MB/s,30000 IOPS,Yes,240,8,Yes,No,Yes,54,Yes,Yes,Yes,Unknown,Yes,,$2.064 hourly,$1.30 hourly,$0.6683 hourly,$0.8283 hourly,$2.582 hourly,$1.819 hourly,$1.1863 hourly,$1.4639 hourly,$3.254 hourly,$2.491 hourly,,,$2.189 hourly,$1.36 hourly,$0.7933 hourly,$1.0709 hourly,$4.272 hourly,$3.508 hourly,$2.4144 hourly,$2.428 hourly,$5.069 hourly,$3.193 hourly,$5.083 hourly,$4.32 hourly,$10.032 hourly,$9.268 hourly,$22.272 hourly,$21.508 hourly,$2.875 hourly,$2.112 hourly,$7.824 hourly,$7.06 hourly,$20.064 hourly,$19.30 hourly,>20%,$0.27 hourly,current,,,No,3.90x,,,,,,
M5A 16xlarge Extra Large,m5a.16xlarge,m5a,"810,673.873",General purpose,110.0 fps,256 GiB,2667 MT/s,Yes,4,16,8,16,63437 MB,16.0 MB,Yes,0 units,64 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AMD EPYC 7571,2.5 GHz,,,,,EBS only,,,x86_64,12 Gigabit,9500 Mbps,1187.5 MB/s,40000 IOPS,9500 Mbps,1187.5 MB/s,40000 IOPS,Yes,750,15,Yes,No,Yes,107,Yes,Yes,Yes,Unknown,Yes,,$2.752 hourly,$1.734 hourly,$0.8377 hourly,$0.9579 hourly,$3.443 hourly,$2.425 hourly,$1.5287 hourly,$1.8595 hourly,$4.339 hourly,$3.321 hourly,,,$2.877 hourly,$1.794 hourly,$0.9627 hourly,$1.2935 hourly,$5.696 hourly,$4.678 hourly,$3.2192 hourly,$3.2288 hourly,$5.069 hourly,$3.193 hourly,$6.778 hourly,$5.759 hourly,$13.376 hourly,$12.358 hourly,$29.696 hourly,$28.678 hourly,$3.834 hourly,$2.815 hourly,$10.432 hourly,$9.414 hourly,$26.752 hourly,$25.734 hourly,15-20%,$0.27 hourly,current,,,No,3.66x,,,,,,
M5A 24xlarge,m5a.24xlarge,m5a,"1,205,575.788",General purpose,114.0 fps,384 GiB,2667 MT/s,Yes,6,32,8,16,63448 MB,16.0 MB,Yes,0 units,96 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AMD EPYC 7571,2.5 GHz,,,,,EBS only,,,x86_64,20 Gigabit,13750 Mbps,1718.75 MB/s,60000 IOPS,13750 Mbps,1718.75 MB/s,60000 IOPS,Yes,750,15,Yes,No,Yes,107,Yes,Yes,Yes,Unknown,Yes,,$4.128 hourly,$2.601 hourly,$1.1649 hourly,$1.6439 hourly,$5.165 hourly,$3.637 hourly,$2.2019 hourly,$3.0081 hourly,$6.509 hourly,$4.981 hourly,,,$4.253 hourly,$2.661 hourly,$1.2899 hourly,$2.0961 hourly,$8.544 hourly,$7.017 hourly,$4.8288 hourly,$4.8567 hourly,$5.069 hourly,$3.193 hourly,$10.166 hourly,$8.639 hourly,$20.064 hourly,$18.537 hourly,$44.544 hourly,$43.017 hourly,$5.75 hourly,$4.223 hourly,$15.648 hourly,$14.121 hourly,$40.128 hourly,$38.601 hourly,15-20%,$0.27 hourly,current,,,No,3.81x,,,,,,
M5A Double Extra Large,m5a.2xlarge,m5a,"101,265.823",General purpose,37.0 fps,32 GiB,3200 MT/s,No,,,,,,,,0 units,8 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AMD EPYC 7571,2.5 GHz,,,,,EBS only,,,x86_64,Up to 10 Gigabit,1580 Mbps,197.5 MB/s,8333 IOPS,2880 Mbps,360 MB/s,16000 IOPS,Yes,60,4,Yes,No,Yes,38,Yes,Yes,Yes,Unknown,Yes,,$0.344 hourly,$0.217 hourly,$0.1193 hourly,$0.1569 hourly,$0.459 hourly,$0.332 hourly,$0.2343 hourly,$0.3212 hourly,$0.599 hourly,$0.472 hourly,,,$0.469 hourly,$0.277 hourly,$0.2443 hourly,$0.3312 hourly,$0.712 hourly,$0.585 hourly,$0.4052 hourly,$0.4059 hourly,$5.069 hourly,$3.193 hourly,$0.847 hourly,$0.72 hourly,$1.672 hourly,$1.545 hourly,$3.712 hourly,$3.585 hourly,$0.479 hourly,$0.352 hourly,$1.304 hourly,$1.177 hourly,$3.344 hourly,$3.217 hourly,10-15%,$0.086 hourly,current,,,No,1.23x,,,,,,
M5A Quadruple Extra Large,m5a.4xlarge,m5a,"206,825.233",General purpose,68.0 fps,64 GiB,2667 MT/s,No,,,,,,,,0 units,16 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AMD EPYC 7571,2.5 GHz,,,,,EBS only,,,x86_64,Up to 10 Gigabit,2880 Mbps,360 MB/s,16000 IOPS,2880 Mbps,360 MB/s,16000 IOPS,Yes,240,8,Yes,No,Yes,54,Yes,Yes,Yes,Unknown,Yes,,$0.688 hourly,$0.433 hourly,$0.2755 hourly,$0.30 hourly,$0.861 hourly,$0.606 hourly,$0.4485 hourly,$0.5479 hourly,$1.085 hourly,$0.83 hourly,,,$0.813 hourly,$0.493 hourly,$0.4005 hourly,$0.4999 hourly,$1.424 hourly,$1.169 hourly,$0.8104 hourly,$0.8106 hourly,$5.069 hourly,$3.193 hourly,$1.694 hourly,$1.44 hourly,$3.344 hourly,$3.089 hourly,$7.424 hourly,$7.169 hourly,$0.958 hourly,$0.704 hourly,$2.608 hourly,$2.353 hourly,$6.688 hourly,$6.433 hourly,15-20%,$0.172 hourly,current,,,No,2.26x,,,,,,
